Event ID,FinalRank,Name,PDGANumber,Rating
47446,,Anniken Steen,109996,915
47446,,Eveliina Salonen,64927,966
47446,,Henna Blomroos,59227,966
47446,,Ingvild Lønvik,118782,851
47446,,Jessica Weese,50656,950
47446,,Katarina Staalesen,66898,889
47446,,Keiti Tätte,94085,912
47446,,Kona Star Panis,27832,927
47446,,Kristin Tattar,73986,964
47446,,Lykke Lorentzen,99441,937
47446,,Paige Pierce,29190,996
47446,,Pia Andersson,111514,865
47446,,Rebecca Cox,32917,934
47446,,Sarah Hokom,34563,963
47835,,Holly Finley,51277,930
47835,,Missy Gannon,85942,949
47835,,Sarah Hokom,34563,963
47877,1,Paige Pierce,29190,991
47877,2,Catrina Allen,44184,962
47877,3,Jessica Weese,50656,948
47877,4,Ohn Scoggins,48976,949
47877,5,Hailey King,81351,962
47877,6,Kona Star Panis,27832,926
47877,6,Sarah Hokom,34563,967
47877,8,Rebecca Cox,32917,929
47877,9,Missy Gannon,85942,951
47877,10,Valerie Mandujano,62879,956
47877,11,Madison Walker,59431,936
47877,11,Nicole Bradley,51229,939
47877,13,Callie McMorran,64751,928
47877,14,Lisa Fajkus,32654,938
47877,14,Maria Oliva,63257,921
47877,16,Zoe AnDyke,39504,936
47877,17,Holyn Handley,133547,903
47877,18,Jennifer Allen,15354,943
47877,19,Cynthia Ricciotti,75029,910
47877,19,Madison Tomaino,60798,920
47877,21,Alexis Mandujano,62880,928
47877,22,Holly Finley,51277,932
47877,23,Ella Hansen,144112,899
47877,24,Amy Bilodeau,63005,850
47877,24,Sai Ananda,58303,927
47877,26,Erika Stinchcomb,71262,924
47877,26,Melodie Bailey,34751,932
47877,28,Elyse Reveles,109383,887
47877,28,Katelyn Belty,106422,864
47877,28,Raven Klein,138272,860
47877,31,Deann Carey,66842,916
47877,32,Alyssa Weatherford,143049,879
47877,33,Carli Beith,85978,899
47877,33,Courtney Cannon,70634,915
47877,35,Marysa Rosta,87523,831
47877,36,Leah Tsinajinnie,139109,848
47877,36,Sami Keddington,52010,875
47877,38,Laura Allocco,104030,872
47877,39,Kat Mertsch,99455,901
47877,39,Mei Bruist,147568,818
47877,41,Sandra Richardson,56987,873
47877,42,Carolina Halstead,113817,855
47877,43,Rachel Trager,112608,809
47877,44,Alyssa Pierson,122118,825
47877,45,TONI OSIECKI,32716,769
47877,46,Samii The Tutu Maes,84007,644
47888,1,Catrina Allen,44184,966
47888,2,Heather Young,100965,948
47888,3,Missy Gannon,85942,949
47888,4,Lisa Fajkus,32654,938
47888,4,Valerie Mandujano,62879,948
47888,4,Kona Star Panis,27832,927
47888,7,Jessica Weese,50656,950
47888,8,Alexis Mandujano,62880,925
47888,8,Hailey King,81351,965
47888,10,Casey Pennington,74708,921
47888,11,Vanessa Van Dyken,62325,941
47888,12,Holly Finley,51277,930
47888,13,Kat Mertsch,99455,900
47888,14,Stacie Rawnsley,122208,893
47888,14,Rebecca Cox,32917,934
47888,16,Maria Oliva,63257,912
47888,17,Deann Carey,66842,915
47888,18,Hannah McBeth,66939,910
47888,18,Megan Ramirez,95481,877
47888,18,Krissie Fountain,73693,906
47888,21,Julie Eagle,78135,902
47888,22,Cynthia Ricciotti,75029,909
47888,23,Shannon Prendergast,65961,900
47888,24,Alyssa Pierson,122118,833
47888,25,Sheila Kirkham,7646,842
47888,26,Renae Farr,84208,859
47888,27,Erin Reynolds,88066,798
47981,,Kat Mertsch,99455,900
47981,,Alexis Mandujano,62880,925
47981,,Ashleh Baumann,76500,904
47981,,Callie McMorran,64751,932
47981,,Casey Pennington,74708,921
47981,,Catrina Allen,44184,966
47981,,Christine Jennings,88568,920
47981,,Courtney Cannon,70634,912
47981,,Cynthia Ricciotti,75029,909
47981,,Deann Carey,66842,915
47981,,Ellen Widboom,58276,943
47981,,Erika Stinchcomb,71262,922
47981,,Hailey King,81351,965
47981,,Heather Young,100965,948
47981,,Holly Finley,51277,930
47981,,Jenny Munn,65131,861
47981,,Jessica Weese,50656,950
47981,,Julie Eagle,78135,902
47981,,Kaylee Campbell,59624,934
47981,,Kona Star Panis,27832,927
47981,,Lisa Fajkus,32654,938
47981,,Lydia Lyons,58968,887
47981,,Madison Walker,59431,933
47981,,Missy Gannon,85942,949
47981,,Paige Pierce,29190,996
47981,,Paige Shue,33833,934
47981,,Ragna Bygde Lewis,8559,949
47981,,Raven Klein,138272,872
47981,,Rebecca Cox,32917,934
47981,,Rebekah Kersey,47406,904
47981,,Sarah Gilpin,87338,933
47981,,Sarah Hokom,34563,963
47981,,Valerie Mandujano,62879,948
47981,,Vanessa Van Dyken,62325,941
48112,,Alexis Mandujano,62880,925
48112,,Carrie Meyer,41058,840
48112,,Christine Jennings,88568,920
48112,,Courtney Cannon,70634,912
48112,,Emma Partee,75785,805
48112,,Erin Reynolds,88066,798
48112,,Holly Finley,51277,930
48112,,Jessica Oleskie,64840,855
48112,,Kacie Glade,76624,885
48112,,Lisa Fajkus,32654,938
48112,,Lydia Lyons,58968,887
48112,,Rebecca Cox,32917,934
48112,,Rebekah Kersey,47406,904
48112,,Sarah Gilpin,87338,933
48112,,Sarah Hokom,34563,963
48112,,Stacie Hass,124963,872
48112,,Stacie Rawnsley,122208,893
48112,,Valerie Mandujano,62879,948
48119,,Kat Mertsch,99455,900
48119,,Alexis Mandujano,62880,925
48119,,Alyssa Pierson,122118,833
48119,,Catrina Allen,44184,966
48119,,Courtney Cannon,70634,912
48119,,Deann Carey,66842,915
48119,,Ellen Widboom,58276,943
48119,,Erin Reynolds,88066,798
48119,,Jessica Weese,50656,950
48119,,Kona Star Panis,27832,927
48119,,Lisa Fajkus,32654,938
48119,,Missy Gannon,85942,949
48119,,Rebecca Cox,32917,934
48119,,Sarah Hokom,34563,963
48119,,Shannon Prendergast,65961,900
48119,,Stacie Rawnsley,122208,893
48119,,Valerie Mandujano,62879,948
48119,,Vanessa Van Dyken,62325,941
48121,,Kat Mertsch,99455,900
48121,,Alexis Kerman,142354,753
48121,,Alexis Mandujano,62880,925
48121,,Alyssa Pierson,122118,833
48121,,Becca Sobolik,87409,844
48121,,Courtney Cannon,70634,912
48121,,Cynthia Ricciotti,75029,909
48121,,Deann Carey,66842,915
48121,,Ellen Widboom,58276,943
48121,,Erin Reynolds,88066,798
48121,,Fresa Jacobs,89589,858
48121,,Hailey King,81351,965
48121,,Hannah McBeth,66939,910
48121,,Heather Young,100965,948
48121,,Kimberly Giannola,76910,890
48121,,Lauren Butler,65489,911
48121,,Leah Tsinajinnie,139109,859
48121,,Lindsay Fish,32925,885
48121,,Megan Riccardi,96253,919
48121,,Millicent Cowgill,145040,852
48121,,Missy Gannon,85942,949
48121,,Nova Six Four Politte,74995,906
48121,,Rebecca Cox,32917,934
48121,,Rebekah Kersey,47406,904
48121,,Sarah Gilpin,87338,933
48121,,Sarah Hokom,34563,963
48121,,Sheila Kirkham,7646,842
48121,,Stacie Rawnsley,122208,893
48121,,Valerie Mandujano,62879,948
48121,,Vanessa Van Dyken,62325,941
48172,,Kat Mertsch,99455,900
48172,,Alyssa Weatherford,143049,886
48172,,Amanda Zaccone,59547,884
48172,,Camille Skweir,57791,893
48172,,Catrina Allen,44184,966
48172,,Danielle Keen,102024,870
48172,,Deann Carey,66842,915
48172,,Ella Hansen,144112,902
48172,,Ellen Widboom,58276,943
48172,,Erika Stinchcomb,71262,922
48172,,Holly Finley,51277,930
48172,,Holyn Handley,133547,917
48172,,Jenn Diggs,132627,876
48172,,Jenna Weiner,126470,837
48172,,Jenny Umstead,42066,879
48172,,Jessica Weese,50656,950
48172,,Kona Star Panis,27832,927
48172,,Kristine King,27725,931
48172,,Laura Parker,98520,866
48172,,Leah Tsinajinnie,139109,859
48172,,Lisa Fajkus,32654,938
48172,,Madison Walker,59431,933
48172,,Missy Gannon,85942,949
48172,,Nicole Bradley,51229,940
48172,,Ohn Scoggins,48976,951
48172,,Paige Pierce,29190,996
48172,,Rebecca Cox,32917,934
48172,,Robyn Hurst,108363,844
48172,,Ruby Reyes,113579,886
48172,,Sarah Hokom,34563,963
48172,,Shannon Prendergast,65961,900
48172,,Stacie Rawnsley,122208,893
48172,,Zoe AnDyke,39504,934
48283,,Kat Mertsch,99455,900
48283,,Alyssa Pierson,122118,833
48283,,Alyssa Weatherford,143049,886
48283,,Ashley Shelley,112569,840
48283,,Brandie Myers,47798,874
48283,,Charlotte Towle,75929,875
48283,,Danielle Keen,102024,870
48283,,Dena Slattery,104363,860
48283,,Ella Hansen,144112,902
48283,,Elyse Reveles,109383,900
48283,,Hannah Stefanovich,79777,877
48283,,Holly Finley,51277,930
48283,,Holyn Handley,133547,917
48283,,Jenna Johnson,96967,830
48283,,Jennifer Allen,15354,940
48283,,Jennifer Janssen,88658,813
48283,,Jessica Weese,50656,950
48283,,Juliana Korver,7438,916
48283,,Kay Powell,113322,857
48283,,Kona Star Panis,27832,927
48283,,Leah Tsinajinnie,139109,859
48283,,Lisa Fajkus,32654,938
48283,,Nathalie Ortiz,133701,833
48283,,Nicole Bradley,51229,940
48283,,Ohn Scoggins,48976,951
48283,,Paige Pierce,29190,996
48283,,Rachel Trager,112608,814
48283,,Rebecca Cox,32917,934
48283,,Sarah Hokom,34563,963
48283,,Stacie Rawnsley,122208,893
48283,,Vanessa Armstrong,76180,763
48338,,Kat Mertsch,99455,900
48338,,Alex Benson,96030,927
48338,,Alexis Mandujano,62880,925
48338,,Amanda Melwiki,76988,914
48338,,Ashleh Baumann,76500,904
48338,,Callie McMorran,64751,932
48338,,Casey Della Penna,102277,865
48338,,Catrina Allen,44184,966
48338,,Christine Jennings,88568,920
48338,,Courtney Cannon,70634,912
48338,,Cynthia Ricciotti,75029,909
48338,,Deann Carey,66842,915
48338,,Ellen Widboom,58276,943
48338,,Elyse Reveles,109383,900
48338,,Erica Shepich,83249,862
48338,,Hailey King,81351,965
48338,,Heather Young,100965,948
48338,,Holly Finley,51277,930
48338,,Jessica Weese,50656,950
48338,,Kaylee Campbell,59624,934
48338,,Kona Star Panis,27832,927
48338,,Laura Nagtegaal,44969,884
48338,,Lindsay Fish,32925,885
48338,,Lindsey Messner,80935,885
48338,,Lisa Fajkus,32654,938
48338,,Lori Merriman,35616,890
48338,,Lydia Lyons,58968,887
48338,,Missy Gannon,85942,949
48338,,Ohn Scoggins,48976,951
48338,,Paige Pierce,29190,996
48338,,Ragna Bygde Lewis,8559,949
48338,,Rebecca Cox,32917,934
48338,,Samantha Yanssens,55347,861
48338,,Sarah DeMar,25166,916
48338,,Sarah Hokom,34563,963
48338,,Shannon Prendergast,65961,900
48338,,Stacie Hass,124963,872
48338,,Stacie Rawnsley,122208,893
48338,,Valerie Mandujano,62879,948
48338,,Vanessa Van Dyken,62325,941
48567,,Kat Mertsch,99455,900
48567,,Alexis Mandujano,62880,925
48567,,Callie McMorran,64751,932
48567,,Catrina Allen,44184,966
48567,,Christina Linthicum,50045,920
48567,,Christine Jennings,88568,920
48567,,Courtney Cannon,70634,912
48567,,Cynthia Ricciotti,75029,909
48567,,Deann Carey,66842,915
48567,,Emily Beach,61144,912
48567,,Erika Stinchcomb,71262,922
48567,,Hailey King,81351,965
48567,,Heather Young,100965,948
48567,,Jessica Weese,50656,950
48567,,Kimberly Giannola,76910,890
48567,,Kona Star Panis,27832,927
48567,,Lisa Fajkus,32654,938
48567,,Lori Merriman,35616,890
48567,,Macie Walker,104187,936
48567,,Madison Walker,59431,933
48567,,Missy Gannon,85942,949
48567,,Nova Six Four Politte,74995,906
48567,,Paige Pierce,29190,996
48567,,Rebecca Cox,32917,934
48567,,Sara Sinclair,41012,912
48567,,Sarah Hokom,34563,963
48567,,Stacie Rawnsley,122208,893
48567,,Valerie Mandujano,62879,948
48567,,Vanessa Van Dyken,62325,941
48685,1,Kona Star Panis,27832,927
48685,2,Ohn Scoggins,48976,951
48685,3,Sarah Hokom,34563,963
48685,4,Lisa Fajkus,32654,938
48685,5,Paige Pierce,29190,996
48685,6,Valerie Mandujano,62879,948
48685,7,Catrina Allen,44184,966
48685,7,Stephanie Vincent,29947,927
48685,9,Holly Finley,51277,930
48685,9,Missy Gannon,85942,949
48685,11,Madison Walker,59431,933
48685,11,Rebecca Cox,32917,934
48685,13,Hailey King,81351,965
48685,14,Casey Pennington,74708,921
48685,14,Heather Young,100965,948
48685,16,Jessica Weese,50656,950
48685,17,Alexis Mandujano,62880,925
48685,18,Christina Linthicum,50045,920
48685,19,Julie Eagle,78135,902
48685,19,Stacie Rawnsley,122208,893
48685,21,Cynthia Ricciotti,75029,909
48685,22,Krissie Fountain,73693,906
48685,23,Chelsea Harden,63377,864
48685,23,Erika Stinchcomb,71262,922
48685,23,Lydia Lyons,58968,887
48685,26,Kat Mertsch,99455,900
48685,26,Vanessa Van Dyken,62325,941
48685,28,Esther Schultz,79049,883
48685,29,Courtney Cannon,70634,912
48685,30,Deann Carey,66842,915
48685,31,Jenny Umstead,42066,879
48685,32,Alyssa Pierson,122118,833
48686,,Kat Mertsch,99455,900
48686,,Alexis Mandujano,62880,925
48686,,Alison Mabbutt,81569,872
48686,,Alyssa Weatherford,143049,886
48686,,Amy Lewis,61950,914
48686,,Ashlyn Tahlier,141044,884
48686,,Catrina Allen,44184,966
48686,,Courtney Cannon,70634,912
48686,,Cynthia Ricciotti,75029,909
48686,,Danielle Keen,102024,870
48686,,Ella Hansen,144112,902
48686,,Erika Stinchcomb,71262,922
48686,,Jenny Umstead,42066,879
48686,,Kristine King,27725,931
48686,,Lindsay Fish,32925,885
48686,,Lisa Fajkus,32654,938
48686,,Madison Tomaino,60798,923
48686,,Melodie Bailey,34751,927
48686,,Nicole Bradley,51229,940
48686,,Ohn Scoggins,48976,951
48686,,Ruby Hall,88525,864
48686,,Sai Ananda,58303,927
48686,,Stacie Rawnsley,122208,893
48686,,Valerie Mandujano,62879,948
48686,,Zoe AnDyke,39504,934
48688,,Deann Carey,66842,915
48688,,Ellen Widboom,58276,943
48688,,Hailey King,81351,965
48688,,Holly Finley,51277,930
48688,,Jessica Weese,50656,950
48688,,Kona Star Panis,27832,927
48688,,Madison Walker,59431,933
48688,,Missy Gannon,85942,949
48688,,Paige Pierce,29190,996
48688,,Rebecca Cox,32917,934
48688,,Sarah Hokom,34563,963
49214,,Deann Carey,66842,915
49214,,Ellen Widboom,58276,943
49214,,Holly Finley,51277,930
49214,,Jessica Weese,50656,950
49214,,Kimberly Kisil,83232,856
49214,,Kona Star Panis,27832,927
49214,,Paige Pierce,29190,996
49214,,Rebecca Cox,32917,934
49214,,Sarah Hokom,34563,963
49214,,Vanessa Van Dyken,62325,941